mr,text,errors,incorrect,duplicate,mr_len,SACC
"recommend(name[I Was Gonna Cancel], performer[Kylie Minogue], record_label[Parlophone])",Have you heard I Was Gonna Cancel by Kylie Minogue? It was released on Parlophone.,0,,,3,100.0
"recommend(name[I], record_label[Aftermath Entertainment], from_album[To Pimp a Butterfly])"," Have you heard of the song ""To Pimp a Butterfly"" by Aftermath Entertainment?",1,name,,3,66.66666666666666
"recommend(name[Poison], instance_of[song], is_from_album[True])",Have you heard of the song Poison? It's from an album.,1,is_from_album,,3,66.66666666666666
"recommend(name[Stereotypes], genres[Britpop], performer[Blur])",Have you heard the Britpop song Stereotypes by Blur?,0,,,3,100.0
"recommend(name[Feel Again], is_from_album[True], genres[pop music])",Have you heard the song Feel Again? It's a pop song from an album.,2,"is_from_album, genres",,3,33.33333333333333
"recommend(name[Over It], genres[contemporary R&B], publication_year[2007])",Have you heard the 2007 contemporary R&B song Over It?,0,,,3,100.0
"recommend(name[Que Calor], instance_of[musical work/composition], is_from_album[True])",Have you heard the song Que Calor from the album? It's really good.,2,"instance_of, is_from_album",,3,33.33333333333333
"recommend(name[Stargazing], producer[Kygo], publication_year[2017])"," Have you heard of the 2017 Kygo song, Stargazing?",0,,,3,100.0
"recommend(name[Afterlife], genres[indie rock], publication_year[2013])",Have you heard the indie rock song Afterlife from 2013?,0,,,3,100.0
"recommend(name[Habibi], is_from_album[False], publication_year[2014])",Have you heard the song Habibi from 2014?,1,is_from_album,,3,66.66666666666666
"recommend(name[Money for Nothing], from_album[Brothers in Arms], record_label[Vertigo])",Have you heard Money for Nothing from Brothers in Arms? It's a song released by Vertigo.,0,,,3,100.0
"recommend(name[Every Breath You Take], instance_of[song], producer[Stewart Copeland])",Have you heard the song Every Breath You Take by Stewart Copeland?,0,,,3,100.0
"recommend(name[I Was Gonna Cancel], is_from_album[True], producer[Pharrell Williams])",Pharrell Williams produced a song called I Was Gonna Cancel. Have you heard it yet?,1,is_from_album,,3,66.66666666666666
"recommend(name[I Was Gonna Cancel], publication_year[2014], producer[Pharrell Williams])"," Have you heard of the song ""I Was Gonna Cancel,"" by Pharrell Williams, from 2014?",0,,,3,100.0
"recommend(name[Mr. Brightside], record_label[Island Records], producer[The Killers])"," Have you heard of the song Mr. Brightside by The Killers, released on Island Records?",0,,,3,100.0
"recommend(name[About Damn Time], publication_year[2022], producer[Ricky Reed])",Have you heard of About Damn Time produced by Ricky Reed coming out in 2022?,0,,,3,100.0
"recommend(name[Space Oddity], publication_year[1969], is_from_album[True])",Have you heard the song Space Oddity from 1969? It's from an album.,1,is_from_album,,3,66.66666666666666
"recommend(name[Blinding Lights], from_album[The Weeknd singles discography], genres[synthwave])",Have you heard of the synthwave song Blinding Lights from The Weeknd's singles discography?,1,from_album,,3,66.66666666666666
"recommend(name[Macarena], publication_year[1993], from_album[A mí me gusta])",Have you heard Macarena from the album A mí me gusta? It was released way back in 1993.,0,,,3,100.0
"recommend(name[Right Here, Right Now], is_from_album[True], producer[Giorgio Moroder])"," Have you heard the song Right Here, Right Now from Giorgio Moroder's album? It's really good.",1,is_from_album,,3,66.66666666666666
"recommend(name[As It Was], instance_of[single], producer[Kid Harpoon])",Have you heard the single As It Was produced by Kid Harpoon?,0,,,3,100.0
"recommend(name[Blurred Lines], genres[contemporary R&B], is_from_album[True])",Have you heard the song Blurred Lines? It's a contemporary R&B track from an album.,1,is_from_album,,3,66.66666666666666
"recommend(name[Macarena], publication_year[1993], genres[dance-pop])",Have you heard of the 1993 dance-pop song Macarena?,0,,,3,100.0
"recommend(name[Marilyn Monroe], producer[Pharrell Williams], is_from_album[True])",Have you heard the song Marilyn Monroe by Pharrell Williams? It's from an album.,1,is_from_album,,3,66.66666666666666
"recommend(name[Stairway to Heaven], is_from_album[True], publication_year[1971])",Have you heard of Stairway to Heaven? It's from an album released in 1971.,1,is_from_album,,3,66.66666666666666
"recommend(name[Money for Nothing], is_from_album[True], publication_year[1985])",Have you heard of the song Money for Nothing from 1985? It's part of an album.,1,is_from_album,,3,66.66666666666666
"recommend(name[Blurred Lines], record_label[Universal Music Group], from_album[Blurred Lines])",Have you heard of the song Blurred Lines by Robin Thicke? It was released by Universal Music Group on the album Blurred Lines.,0,,,3,100.0
"recommend(name[Pumped Up Kicks], from_album[Torches], publication_year[2010])",Have you heard Pumped Up Kicks from Torches released in 2010? It's a great song.,0,,,3,100.0
"recommend(name[Style], performer[Taylor Swift], genres[funk])",Have you heard the song Style by Taylor Swift? It has a funk style.,0,,,3,100.0
"recommend(name[Matador], performer[Los Fabulosos Cadillacs], record_label[Sony Music])",Have you heard of the song Matador by Los Fabulosos Cadillacs released by Sony Music?,0,,,3,100.0
"recommend(name[In My Bed], instance_of[single], is_from_album[True])"," Have you heard the single ""In My Bed"" from the album yet? It's really good.",1,is_from_album,,3,66.66666666666666
"recommend(name[Seven Nation Army], is_from_album[True], from_album[Elephant])",Have you heard the song Seven Nation Army from the album Elephant?,1,is_from_album,,3,66.66666666666666
"recommend(name[I Still...], from_album[Never Gone], genres[pop rock])"," Have you heard this pop rock hit from Never Gone, I Still...?",0,,,3,100.0
"recommend(name[Dog Eat Dog], producer[Chris Hughes], is_from_album[True])",Have you heard the song Dog Eat Dog by Chris Hughes? It's from an album.,1,is_from_album,,3,66.66666666666666
"recommend(name[Anti-Hero], genres[synth-pop], is_from_album[True])",Have you heard the synth-pop song Anti-Hero from the album?,1,is_from_album,,3,66.66666666666666
"recommend(name[Que Calor], genres[Latin music], is_from_album[True])"," Have you heard the Latin music song, Que Calor from the album?",1,is_from_album,,3,66.66666666666666
"recommend(name[Blurred Lines], performer[T.I., Pharrell Williams], record_label[Universal Music Group])",Do you know the song Blurred Lines by T.I. and Pharrell Williams? It was released by Universal Music Group.,1,performer,,3,66.66666666666666
"recommend(name[Take My Breath Away], from_album[Top Gun – Original Motion Picture Soundtrack], genres[synth-pop])",Have you heard the synth-pop song Take My Breath Away from the Top Gun – Original Motion Picture Soundtrack? It's really good!,0,,,3,100.0
"recommend(name[Seven Nation Army], genres[garage rock], instance_of[single])"," Have you heard the garage rock single, Seven Nation Army?",0,,,3,100.0
"recommend(name[Seven Nation Army], is_from_album[True], performer[The White Stripes])",Have you heard the song Seven Nation Army by The White Stripes? It's on an album.,1,is_from_album,,3,66.66666666666666
"recommend(name[Paint It Black], publication_year[1966], record_label[Elektra])",Have you heard of the 1966 song Paint It Black by Elektra Records?,0,,,3,100.0
"recommend(name[Seven Nation Army], genres[alternative rock], producer[Jack White])",Have you heard of the alternative rock song Seven Nation Army by Jack White?,0,,,3,100.0
"recommend(name[Littlest Things], genres[contemporary R&B], producer[Mark Ronson])",Have you heard Mark Ronson's song Littlest Things? It's a contemporary R&B track.,0,,,3,100.0
"recommend(name[Stairway to Heaven], record_label[Atlantic Records], from_album[Led Zeppelin IV])",Have you heard the song Stairway to Heaven from Led Zeppelin IV? It's on Atlantic Records.,0,,,3,100.0
"recommend(name[Que Calor], publication_year[2019], performer[El Alfa, Major Lazer])"," Have you heard the 2019 song, Que Calor, with El Alfa and Major Lazer?",1,performer,,3,66.66666666666666
"recommend(name[So Good], performer[B.o.B], producer[Ryan Tedder])"," Have you heard the song ""So Good"" by B.o.B.? It's produced by Ryan Tedder.",0,,,3,100.0
"recommend(name[Break My Soul], from_album[Renaissance], performer[Beyoncé])",Have you heard the song Break My Soul from Beyoncé's album Renaissance?,0,,,3,100.0
"recommend(name[Dog Eat Dog], performer[Adam and the Ants], is_from_album[True])",Do you know the song Dog Eat Dog by Adam and the Ants? It's from an album.,1,is_from_album,,3,66.66666666666666
"recommend(name[Mr. Brightside], instance_of[single], performer[The Killers])"," Have you heard the single ""Mr. Brightside"" by The Killers?",0,,,3,100.0
"recommend(name[Sweet Home Alabama], producer[Al Kooper], publication_year[1974])"," Have you heard of ""Sweet Home Alabama"" by Al Kooper from 1974?",0,,,3,100.0
"request_explanation(rating[excellent], record_label[EMI])",What makes the songs released by EMI so excellent?,0,,,2,100.0
"request_explanation(rating[excellent], producer[The Killers])",What is it about The Killers' songs that make them so excellent?,0,,,2,100.0
"request_explanation(rating[excellent], producer[Shellback])",What is it about Shellback's songs that you find so excellent?,0,,,2,100.0
"request_explanation(rating[good], producer[Giorgio Moroder])",What about Giorgio Moroder's songs makes them so good to you?,0,,,2,100.0
"request_explanation(rating[excellent], publication_year[1971])",What is it about the songs from 1971 that you think is so excellent?,0,,,2,100.0
"request_explanation(rating[good], from_album[Alright, Still])"," What do you like about the songs from Alright, Still that makes them good?",0,,,2,100.0
"request_explanation(rating[excellent], is_from_album[True])",What makes the songs on the album so excellent in your opinion?,1,is_from_album,,2,50.0
"request_explanation(rating[good], publication_year[1996])",What is it about the songs from 1996 that you find so good?,0,,,2,100.0
"request_explanation(rating[excellent], record_label[A&M Records])",What do you find so excellent about the songs released by A&M Records?,0,,,2,100.0
"request_explanation(rating[good], record_label[Parlophone])",What makes you think the songs released by Parlophone are good?,0,,,2,100.0
"request_explanation(rating[excellent], record_label[Warner Bros. Records])",What is it about the songs released by Warner Bros. Records that you find so excellent?,0,,,2,100.0
"request_explanation(rating[excellent], producer[Skrillex])",What is it about Skrillex's songs that you find so excellent?,0,,,2,100.0
"request_explanation(rating[excellent], performer[Troye Sivan])",What is it about Troye Sivan's music that you find so excellent?,0,,,2,100.0
"request_explanation(rating[excellent], record_label[Island Records])",What is it about the songs released by Island Records that you think are so excellent?,0,,,2,100.0
"request_explanation(rating[excellent], record_label[Virgin Records])",What makes the songs from Virgin Records so excellent in your opinion?,0,,,2,100.0
"request_explanation(rating[excellent], publication_year[1986])",What is it about the songs released in 1986 that makes them so excellent?,0,,,2,100.0
"request_explanation(rating[excellent], producer[K. C. Porter])",What is it about K. C. Porter's songs that you find so excellent?,0,,,2,100.0
"request_explanation(rating[excellent], producer[Atticus Ross])",What makes Atticus Ross's songs so excellent in your opinion?,0,,,2,100.0
"request_explanation(rating[excellent], producer[Beyoncé])",What is it about Beyoncé's songs that makes them so excellent?,0,,,2,100.0
"request_explanation(rating[excellent], record_label[Casablanca Records])",What do you think makes Casablanca Records' songs so excellent?,0,,,2,100.0
"request_explanation(rating[good], performer[Giorgio Moroder])",What makes you think that Giorgio Moroder's songs are good?,0,,,2,100.0
"request_explanation(rating[excellent], is_from_album[False])",What is it about the songs that you find so excellent?,1,is_from_album,,2,50.0
"request_explanation(rating[excellent], record_label[Grand Hustle Records])",What makes Grand Hustle Records' songs so excellent?,0,,,2,100.0
"request_explanation(rating[excellent], producer[Kygo])",What makes Kygo's songs so excellent to you?,0,,,2,100.0
"request_explanation(rating[excellent], genres[funk])",What makes the funk songs you like so excellent?,0,,,2,100.0
"request_explanation(rating[good], record_label[MCA Records])",What is it about the music released by MCA Records that you find to be good?,0,,,2,100.0
"request_explanation(rating[good], from_album[Katharine McPhee])",What is it about the songs from Katharine McPhee's album that you think are good?,0,,,2,100.0
